mean_skewness,mean_kurtosis,pca_components_95_var,max_categories,mean_categories,mean_entropy,correlation,confidence,support,value_below_thres,prop_below_thres,target
1.2328852303431017,5.379021678618943,4,16,8.833333333333334,1.2026160174507317,3.4943769412835053,0.6669642857142857,99.5,0.6084379688466408,0.5333333333333333,0.11225751401287887
0.683811304122159,2.0496305221941187,4,16,8.0,1.1353412690436242,3.1636304500667487,0.6573613086770982,98.5,0.6346459214515063,0.5066666666666667,0.052986197594162676
1.2663922082521133,5.355866241696266,4,14,8.166666666666666,1.1800224612615928,25.5646394751315,0.7948431171029563,102.5,0.5528238929957534,0.5366666666666666,0.19423651255052998
1.1572956054860972,6.123816386785457,4,16,8.833333333333334,1.2005894891898585,10.352393019651188,0.7584253741436714,97.25,0.575966774960749,0.5466666666666666,0.1698366628421104
0.8824417528852013,3.6303633450797363,4,16,8.166666666666666,1.1794251209462805,6.990866022911115,0.6997520817671061,98.33333333333333,0.6499982768907726,0.5133333333333333,0.051559703087703745
0.9747978933714139,3.0388282854773547,4,15,8.5,1.1842011368214858,7.661049179251187,0.7597118554247168,97.33333333333333,0.5998850931761215,0.5066666666666667,0.08913706985638059
1.1579737551893208,5.229976953619195,4,15,8.0,1.1924096467782253,12.528932636232707,0.7567300997911348,99.5,0.47234999954567114,0.5366666666666666,0.2643635341869942
0.9504576390363367,4.419549495811664,4,15,8.0,1.1621302483665075,10.724755373833585,0.5359116022099447,97.0,0.5193111474587557,0.6033333333333334,0.2194762553191245
1.1299182737796634,4.213791955275269,4,15,8.0,1.1713873077698114,11.49283988957902,0.7736823139356248,100.75,0.5951319675405788,0.54,0.2314453168639502
1.018249244326183,4.25452308930345,4,16,8.166666666666666,1.177881844419294,14.59296586956846,0.7591240875912408,104.0,0.5758486736719955,0.5433333333333333,0.07839979494762905
1.171754839207173,6.960620897462126,4,14,8.166666666666666,1.142763048571345,11.43388150582155,0.75,105.0,0.5264857903500338,0.5333333333333333,0.1520529249081567
0.8306863089344321,2.6928567213498105,4,14,8.0,1.1575117431979862,8.899055489964585,0.6801948051948052,100.5,0.532321836254868,0.56,0.27662838975697013
0.9556280456152672,3.2146799172305762,4,16,8.666666666666666,1.2072049926224793,19.653858959438697,0.7764391341774509,101.25,0.5372687023081252,0.53,0.2971638549201474
0.9338206961016442,3.6181141001705557,4,14,8.0,1.1604426698739199,8.387271429899808,0.6528521903561298,96.5,0.5893959685824358,0.5566666666666666,0.1454072001201362
